signature_hash,block_time_utc,r_component_hex,message_hash_hex
zcSwSiPMUP98t8nD8F7vx88eftbVGz43YjbY4WCfSGdUx3sc32HTZAAKWcFqUgoaZXowVrjT4xuYFxRN1jsyWZP,1970-01-01 07:00:00,31ae825bce0465d0254c64beda8350b21858f718ebb1f0448c46b6cd072f0518,011d1d9dd0e710ac4c4c16900a601907d6efe4e794ad814e69ee830aa066cee1
41X39WQJXmRLGCxyfn25uTF83R4fw81tzYpuzPBMjZWMc24nusjZfwuxiCRtJwf7RDbTF2J1opUmewmBi2Yq17YD,1970-01-01 07:00:00,967f625f245b4c9f9a20f4a731776b37bf35e2131a2997d4312fc18cd2e42ae5,67bcc3282d1b81739fa6c590977671c01a417a5232814d1e245da369db5d47a0
4T1aWgEbBUWoGRhAKdwjfYPigVqwar78PdUSFwisGjaodwbBLY4rKKRAwBc4cYU1NNVxcGRNczm1YRfHNbnVfoSW,1970-01-01 07:00:00,ac7b22bf2038b090e1bc28e6bebfd8df596c1ee2f0aaecbd4c66f83576f61447,f861548925e97eae78789d394270f9adf9dc5f09742b7ff7c2dbf4251b47180d
56uRuSB7vRME6PJ42XPx6XJ6ZXgjmGmvY5qv3A28heitsthz7CjL84F3aMQKWBwtXiogUP6R2NdFNZteE7pUwGnx,1970-01-01 07:00:00,cd28ca82c22dfd5e84cde5f1e31e20275068c30962dc0bd0a999534fa77f2318,984e97c7ad47a362249e497d166d1005a666ff6eabd7a835c13409721c746a57
pXtKJbucq3Qe2ntVo9hYrbiv1MMU4Mh5R8q1d5Z6j8mtx5URNPuN9dpyytvivBT15exQKBLETEJqVVQ85wo43Yh,1970-01-01 07:00:00,28fd7f0f2efbf04b1d652217fb5f27c4352f81aaa0888455cd4cf0dda6ecb5b8,3fd42615f0cc5743b56d6e11384efdf7bc3fcbcc4b39108a2e8bf0edf76b1d0a
3GhumbERfPvmwTdVvc4iko6sURLLcj3ohCfwAiGeuVwNQyh2rdFanNWvER3JQdkcjGr2GVsCjdS9tfHynbr6w5Tt,1970-01-01 07:00:00,7193e34d8af99bc72b01da1b3e5ad84ed9d4f17629d98aac0f5326c579a3617f,1c23e45b1b760f12cfcbf87b2c39e0f5ca8c3cf559787efe23812ca4a578df22
3daT6N22wKkxbwLtHz3XdxnjKAcWERAugKbR66fJGmk47WcThVqsEyaFcSRBCqEYJWTjWig6q7g6unxSQ74t65xb,1970-01-01 07:00:00,83938d33a4a2fcc8d975cc23098ac80e7479395022abd937d91599eabcdd42cc,eebedc44679aa038fbf7625aa947eb807e2bafe9741b58b79bdf7349ffc8fbc0
3rjdyC1yBSnJGd45Pg8FvBCNN5eMojiUKcju9Mbd4GREbzjPRWRCKZezMbGGJ6jjrPTryar1q9yuAw3h5ZSWzm3A,1970-01-01 07:00:00,8eec7679e3ec2dbfc5b256affd59b600e1c0637c616c529a147a058af284b964,2d94f4f8e7f9696d5493477c94a470176f3cfe555d3b1ef94dad075ed4c800ee
4jPYm65qYjygjQpFGsaUmQFgRgc6sJHhyQHHVU5bTbcRLhCyiPpEDpSxm36Vo7uyWAteXbHJoecbW1HmG8q93GkZ,1970-01-01 07:00:00,ba9afe78dc087e2ac9e49630250a8f9ac1814b9fd051cf0c0ae1268d85d2b317,94bd823b0c859f57c661056295a97ba79c3f153e13b0c093eedf3dedb34ebf7a
5yAjuyNzTFZqVPUpEEiFFFGg3SDAmPdAF1obetSNL4XWniKwfziuKiRkfar7giVzEEag3FHGhMTW88c5TqMHrGMw,1970-01-01 07:00:00,f8814d267ed39b1a9bdd7ec44b5c6cb938033756fa359b4fbd1eb84ae6d79cb2,c7d34876846cea161d9e391b58ec219f97da669c464d76d23064f73cb32741d6
