iteration_id,message_hash_hex,r_component_hex,signing_time_microseconds
76,a2eb5e0d46c55aa059609442f1d35320f094006bc54e20500460c940babb8cfe,1457a48a1a414b9682b1da2e3c23a405869897c1fd84f1cc4fcfb7a8b6694968,213.30000163288787
77,66873e0d80d45fc8eb63019c46db1203e9fff57bfef5776203df9f9224a0d659,0d70efcba0920e2e16d897e3a94b6db9bd3e231b8cdaba220af069b71ce36f8d,218.60000560991466
78,6267b2fc101293c181576a9b6b71ce7063e5ace89d6852935d880f9277142e37,9140c76581665be656145a3b3faf98977cf5e62fdbbbb07e2bca6c38fdd7042c,210.79999714856967
79,c1eba1aa6aef85feaf7c2d29602e426b22242fe1af531f19a7587e4057710b0c,8317463cb880d44cc39468c6df90a4ea542b51cbceb44330123793b70088d777,211.6999967256561
80,79e13edf456e0f3baf32d7d7d82c78a84a7ea861cbc3beb6efba70c3634f6655,d6e8877891d9002a25c55006e515e222494f2849a4c77af37b552609e413b43e,209.59999528713524
81,434fdc5c1d12ba7735c8ca97211d32502137e2d92aeac6d722199bdbc04dae21,f234df370a1a7db2ede7adf210809e1e5cd93d614ae8e49ca9bb3c804ebb4b27,209.1999995172955
82,29f7d26c8126289978bfd7bb8ae9e2c4fd8072f2c29e6054e97cd64e9d59ff5f,9be4c2a45dac273c18a3b8c9ab2e76389db502c8d94bee3a034c5954e337f2aa,217.49999723397195
83,0b410d1086df9f47249593723479ca9cdb30957b97fb24163a2a38362c176213,8b8dbd217bcfbdfe022b9895f7a406eaaf157fdebad92bf3a065c784318c6577,214.49999621836469
84,b4321938a8e29ed489f45a8a9a185cf721a86138df1b71aaa3182eef172eb32a,942a648023ccfddb2f3ff967bf8eb5a20a76de5dfb99f233c22728916f1a62d5,213.49999587982893
85,43a90b8776323169e88701a5e018cc7bc6a57855cb919fec1fa5339ff6bdae3b,c77df37ab55e444b8f6b360e67474c4c67d9cc93cc237ba1bcadf7fb2d5bdbbb,241.60000612027943
86,830bea2217b739a9c32052a5c0624795a391d75cacfbd3dc9526e328ad3d8f1f,d6895ec3d89ec43917fb276d59483b603b66667642da83c562cbf87f3370b140,231.89999774331227
87,5f96171445977c2c8c869204aaf07885798531e19f80f8d13864f3ff29685576,c209c8e5afc024c8723e791ff2fbf1aebf9bff854a722c42c1ae237442e66147,215.20000154851004
88,c2aba4274b8a022b62983e6e52d919dcde1bd9275d6249d1758c358bae2dd792,f091b8840db995a4841215456ce5ccf77d8313a3ecd85f3017d6c3dc28998003,213.59999664127827
89,717e075db1fa4ee22b2cc7dfd1a170e7f30522ae33ce266b8e856da76e671aa6,c6a63e4254db5cb4916818d9b289dcc417d097cef119111b34ccf0183628b7f1,221.20000357972458
90,f6ea563869f1779cc73fd6ca3f5f67da3dd6412137ae1a04a753bf828eed37b8,2143af4b304ee1dbeaeeb31ba0c65f6771e7b790a6d57aa90464e32310d06eae,282.6000054483302
91,cdd462cf042e3be9641511ce4cb2f8b2272aed0351dd5f35944a77206da5bec0,a50d8ba7fa4baaee6452cd8558aef229d8e47d9b7cb2839f32fb46f600a266cc,217.00000070268288
92,3ebc60bdf29acca82d6ab304a18b201c115e446100508a02bdbde50be57c9161,4b39319d6888cc645d0c9491a245b69ccf4a4b02a0c079b713c8176729ea0268,213.80000544013456
93,1b8d8c1da248b1b0e94a15920787c847c8fa82c4016117eb034a0a3fc80b5f70,8c9ddb24d6c6bc0b469cae472bb77921b146f2bad145cb05e5b0b100ecc1b34c,242.90000146720558
94,3f98479c1cc4143382e57778f54590ff4c7b1bef5b9601921a37201433ab8ef1,57b8f97ec60227a97ddd24c46efa1d79e12e38f9ac17e16f337643bf395fb66f,223.90000231098384
95,ac5b06f3b3597606fada0935b649b9e7a742b20cfdbf270f70b05194e8345788,95837498c3ee0fdf2a1f02211810ddb06d502991bd00087a1c2e2ccabb518a0b,215.30000230995938
96,82311656a495a6065efa1ec5c98f144a7c83d1354f87efce9657de684192b5ef,7a730d381ea9b0847f1f2b8d4d35faaa196b0ae8fbb5617ba65d09cac9e68864,216.40000340994447
97,9ba6f964c5a6a45bd0b2d4f784eef1dc83132f60d9a63da7669adb2afdf387cc,6b9bcfa13156916aee955016343399423c9eb3a880888a8bddb8b2db0ff41d99,213.19999359548092
98,9d1ca0630952035dafd4ab4e4356b4884c5f25cfacedbd50881ed245d00e7d80,1640837fdfcafc04b15c8db03b2e6bf26db862811adc46a7e4c85514bbd6e93d,213.79999816417694
99,f34686e500a4b4e37c70f9b012978d9eebffc7499dea900e62d25cc3ba635b67,8bc7defd63d2ea1c19c3e896193eb103e23278c12822f1ca97cfbb65dc2d4a88,230.50000163493678
100,c258b063d7f504d0375cc53b7bbad3295847c2ebf736f778c04aa89c2ff41851,64727cba926370a18760953dbab90fb57c0b24eb06cf9fb4bddf12c433140daa,229.199999012053
101,19732c45f3ee372202a824d4f9696430f196cb845ffee8b5debee68056a6529c,e7fe383aa7a469082fd1cd00ef7578db887cb38558315e297d8ade96b33dfc07,251.4000007067807
102,bbb0e525adc0169fa2284588db5fd1fa5bbbcf206111a761320cc1669e27adda,eb8148a08e3c13b746831f4e85ec11d1c42dbf9e2bcce0a7a33396875c255193,218.00000104121864
103,81800d7f69516acceca8d8c6dc65ab9b153bb8b30bbac83b3acd5c1fefac3be9,904b024765504b7b970bd64104b413ec06be6bcd7fd6515f4befceb62c7957bf,214.5000034943223
104,e904f7c8b469cc1ded703e59a5e9d936de4e6e40c41658194a3eed2fcf7af6a9,e99ac39047eb7ca7bd2e874d24a2ff412efdb83f433c35569e7d2b38e7ad1451,214.7999985027127
105,5cd99a01c93ceed06ad24345b5504150fbe8f014ad3d48cafac7caacf3c052ac,870f7b8ab39ad8890596bf691129a4228489c58098815cb42423fe7f4f8d2708,213.79999816417694
106,30319429d560ab9f734195688c469ab84bbbcae68b4d72c24be24ccbe14173f5,a47f2245bb097b8d69e461f34c9cddfc4dd41a4f6aae0bd3373e436e008ebce9,213.3999951183796
107,8d9e19fc09c28f4355e34731be9339d526c661e29c3b94901fa6bd33089f065a,ad0936330461317edafb14088916fcfbf0725ec2d2433ef866aa9e4246d2f94f,226.20000527240336
108,f50b59b1166ce179b7c60f959f971ee3da1797238f840922b28d8758e2e84485,11edf41449485b3dfecd53d48b1a9176bcf4b09f421f76d69726f6a107662f0e,231.9999985047616
109,b13db32ac2fa72f13f131cebe50d662c7757a3b57b705e749d639e8c8043b532,4df4c99add058f5c22a4d6e7103d1f794b772ccac38cea081bd24b242850dbdb,230.69999588187784
110,797965106564e68ca93074121b5b53b0366252e1b5de0a462f6403dd24de9354,3c8350be26ba8d3d57ac8a7ea19df43dc8117b1a59897e4af505be6500f96ce4,251.79999647662044
111,5ed19ef0461792c50d5f42a16a153ab4c2643476adf4325a802965950f13e3de,79e8a58006f06a7991cec49ab1deaeb64470221ff356b0ff6add9b23eeb5bddf,264.5999993546866
112,7b8ecdd38e3a6b6aa7d746c4cc7e451860254bb9acd8549c4cc47c9a827d6cc7,a70d3ea4d5d249b970aff59db59e6dbf7a4d7b1376377fa3ad40cdbc4aadd78d,218.59999833395705
113,eb3d8b812b8f93e41e3a569719d0d3cf1f615ad849f8e7f28d023c6d432007ec,6a8ab7c4419cd5ef9580ba800198ca3a6b24ef4f07a4fb218726834ea4084dfb,214.40000273287296
114,0beffb2af0a58ea698b9367d861bbd0433755fd7c20e9207f156ad4685d7fc03,56995a07a52f08f50cb52e6fa1d6bb19400f8206cb81bf39eff43c7a9e1d0407,213.4000023943372
115,24f774a2a256e72699af3483efa68ef77e9bacd0d7875c7b916996eb6e58eed2,a2ccf78f9a4afb766aff4c80c1a86ec03a6bbdba410f232bd634f3e3aa83c18d,212.89999858709052
116,586ad80d6b2722cf07769a06f754794b7ca4e2e987bea738bbc10d93dd96c28b,9f803ecf19ff1bf5226f4327f4e692d2ff73b66e084018b8ec8fa0a93d912368,213.99999968707561
117,a798c1e6d2809abc4ed81139745ac00428d7c4fe9cfb1637eb93737bdb7b7433,6a75d828a01023bc3560a0331535d42c36a951c0c9022b176b6be2e01e97c909,213.20000087143853
118,6b0728b6882a6a61396ae68110bd14b1bbeee1171fbde88b23758f6f1a436c81,9ce1b4e7918533257e54f49b02b31f916cab89313c582d34ed4c8f4ebe130215,270.1999983401038
119,9793082cdf178bd9a406794262b59a9fd5554651183b9904e8bebb3d49f9a276,41652c1e135a75d1add1103e84e6eaa794b0ed80053e8ba810723b83a9814af1,223.00000273389742
120,e2f7495136d4f5b975bdb6edfd2c83f3da87b32b8d4f3f2b984fc9385ffa777b,51173ac01d944f77e7ed4cf51620a29035f205967833d1c0bf8af340af943543,213.79999816417694
121,21f1148295a11bf3658c19398c85a782ddacc54330c87810269798ce922ec3b8,c4d4a3620fd27ba515298cb9174342f90f65c86d8f2b05f10dca5df8635e65bc,220.39999748812988
122,6ca15cb9a7457eb2261c542a77c3d4814ef4e8e0cae8d4538e6425a94b0e9fa7,54ae6804edaffce39508cf88d76a674a2814b6255042851c70851000c47ad312,234.5000029890798
123,150e8990a9d8dd6d10be2dd6ab39aed42f41f8cef885cc22122a0ad252082a5c,c71be345316caa868bdb01f6305ececdf621853e67b21972ab8e516aeaee2661,298.79999783588573
124,d55490111fd38f410531de6c7eab40ea27ead8c3f29513d413171d3c34811a5e,84c29ffb3933e5836ba45db76dac32e0eb7f342fa2329a351320116e1c88056a,265.39999817032367
125,044ccf7e1bad34b9bf7b327445f04c9f76557865e2bbe2629fcdc31a35f0bab8,87ce092fc1709caa1d0e442c51640b6d26376065f107fa8b0eec128df3abcc3a,294.09999842755497
126,7e9e57ece86cdc17b3b196bcd672d5a620a336357fb7972c4acc4c945c8e6965,d44f0a70c8964a9081a360912d2aff47baaeef2a60fcaa14c9c9f353df7e79e1,236.89999943599105
127,445e96faca184bc22a1d4da28115a089542adbe6a34741a234ce9fbf4fdf3d2d,fc648f3effbece260dec5eb628250e7fe4c31e5eee99898cb93cc6708159b58c,286.3000045181252
128,7d4bb50e7b3bc02bb013db638dea5b566ed4b009ffdab3f1fcda9b7d248c9045,8c3508ec30b6567fc2d35f34fc8f8c17afe36c577880a5d33516006a4947a9a4,281.90000011818483
129,a3b4793f019d0e1b5ce075cf741400cd961840988db02ac1e654023e3992c000,0377fa5ab000e0ff58b4f71039781221c20454687da937074987395f772fd241,279.2999948724173
130,ccaf8ee2bb5c566b9f33b0d03f297995dc166b9827d4585abdea154674da5854,0666c5a824d5d79fe8f147158e91d2a3f8599f572d289fa862d0ba5a3ea309f8,224.60000036517158
131,1358b9c3e0591eab505c7634faacb60adaf2be4b6964cd2ab1bb4a59c14a51e8,c7bda7fe82fcb9cb035471d9761a33b346385f77a8c04e4ed169828ea53418be,215.50000383285806
132,67ec714f02a4ad7a633591e7ed579eae79d67af0d3a7a2e574d18e7531e05590,93b08ae7a4c9e2c3045d620c12a314963e02084de6df2b90f5ad2f9c9c66c09b,214.30000197142363
133,0c516ad789a9bdc491b0bb5eee506c6f243ff70e2c8b01fa53a870337414db47,a0e278a5a7a4dddf62f2cbc040271ff28d2d268a7cc70e261526ebe49567023c,233.4000018890947
134,fb808e944bd218bd97e6d6ddad443ab84ad63c718f3e44543ae0bbac947bfb1b,a9e8977a8f334b713a32837a5ba6773f0b64550f54ecbe8534c3a1eb25e6a786,275.99999884841964
135,2d640822b59ac985344b2518e5baf8fcbee01c0c2ace816c732f2cca533892a6,ef8ce98a095f899a793f9a47d3a57eb24dbc03d8205eb11b041967f136bb9eda,310.4999996139668
136,3581a1308775e1e219f01e14bc24f1fe3e5a41aa3dfdde4af8c64e865ee785fd,ebc5678ce7e7b51afdd057be213c15d31881fe05d15705848e41e2d100810000,253.99999867659062
137,db678cfa2f611de47060f2aab06579444cb05a4ae294a3f5f4c2cbc4f5cde79d,795cfceaf8dc34d8eb4bb2d0880205af08403c9da98327b6b11e1902a8aa4f63,239.69999892869964
138,54faa400cbfb34a09986ad8aa83bb16a8da322ff2d8686026bcc23ad97b0a9d4,c3e9572f13fb30bd1dc5f1fe0212aaf6cd6ea4984a33e25b0a460ecd5609ca39,283.2000027410686
139,5bae8a5ddc689a2bca21fd2cad3b528f5087c1b81d2e46ed8b50f9b099201dde,b666c66c60969d68e98a20e055fb2079791afb1668cd00ee60a6da1db9929279,300.8999992744066
140,4248a943c78ba4f569aaade925f178a6ffdebbe90682dce3fb14b36ca8aed23d,edf9ce8d9b9115b99b750fa3930dcd35a2b0537d396b53ec90dca8549b2643f7,237.10000095888972
141,28e26e4cbba526f30f9b326f02b2f44b6ba03a104631215662bbfb42a7140252,c92226f7b462bd51eb3bc4e5214689ba5b82fae599ac410ed64f02827263321f,216.00000036414713
142,8ef8080496dd8067d641a02cea9155bdbe6abc5e51469ed0c5857511189b1c43,4cbf411e33015d58db20b1e2e90e172020cc1dc26732ae03c87c9c8c69e7b879,254.69999673077837
143,ec7c870e145069231a83782254b05e9d165dec40a0598f908b3af906bc8b70d5,1ea5e476224b57f7b3fe6f673d8584554a08892b161d2c71f76f43dc0ad85ba8,244.49999909847975
144,23045319d3fd18dab9714d766708067a93fa17f93a3323a37af76fbcdc1b2a1b,169d93a13d84881fd5be450bfb914ca53e4aede6341bd66fc8c37cdbe47496b2,222.80000121099874
145,ee2b9b9a9cbcbecf5fe996ca2ef47a070256c1e9d5e49f7d652796e8029370fe,a38b5e9171c245071e709867a84609cd18969aaa1bd4e0d5e0764b4c693f0c48,230.40000087348744
